word,meaning,example
much,"adv. 非常，很,adj. 大量的,n. 许多，大量,pron. 许多，大量,n. (Much)人名；(德)穆赫；(英)马奇",
sign,"n. 迹象；符号；记号；手势；指示牌,vi. 签署；签名,vt. 签署；示意",
file,"n. 文件；档案；文件夹；锉刀,vt. 提出；锉；琢磨；把…归档,vi. 列队行进；用锉刀锉,n. (File)人名；(匈、塞)菲莱",
link,"n. [计] 链环，环节；联系，关系,vt. 连接，连结；联合，结合,vi. 连接起来；联系在一起；将人或物连接或联系起来,n. (Link)人名；(英、德、塞、捷、匈、瑞典)林克",
open,"adj. 公开的；敞开的；空旷的；坦率的；营业着的,vi. 开始；展现,vt. 公开；打开,n. 公开；空旷；户外",
today,"adv. 今天；现今,n. 今天；现今,n. (Today)人名；(英)托迪",
technology,n. 技术；工艺；术语,
south,"n. 南方，南边；南部,adv. 在南方，向南方,adj. 南的，南方的,n. (South)人名；(老)苏；(英)索思",
case,"n. 情况；实例；箱,vt. 包围；把…装于容器中,n. (Case)人名；(英)凯斯；(西)卡塞；(法)卡斯",
project,"vi. 设计；计划；表达；投射,vt. 设计；计划；发射；放映,n. 工程；计划；事业",
same,"adj. 相同的；同一的；上述的（通常与the连用）；无变化的,pron. 同样的事物或人（通常与the连用）,adv. 同样地（通常与the连用）,n. (Same)人名；(意)萨梅",
pages,"n. 页数；青年侍从（page的复数）,v. 翻书；给…标页码；侍候；寻呼（page的三单形式）,n. （Pages）Pages文稿,n. （Pages）人名；(德)帕格斯；(西)帕赫斯",
version,n. 版本；译文；倒转术,
section,"n. 截面；部分；部门；地区；章节,vi. 被切割成片；被分成部分,vt. 把…分段；将…切片；对…进行划分",
own,"vt. 拥有；承认,vi. 承认,adj. 自己的；特有的,n. 自己的,n. (Own)人名；(阿拉伯)奥恩",
found,"vt. 创立，建立；创办,v. 找到（find的过去分词）",
sports,"n. 运动；运动会（sport的复数）；（报纸）体育版面；突变；娱乐,adj. 运动的；适用于运动的,v. 娱乐；戏弄（sport的第三人称单数）",
house,"n. 住宅；家庭；机构；议会；某种用途的建筑物,vt. 覆盖；给…房子住；把…储藏在房内,vi. 住,n. (House)人名；(英)豪斯",
related,"adj. 有关系的，有关联的；讲述的，叙述的,v. 叙述（relate过去式）",
security,"n. 安全；保证；证券；抵押品,adj. 安全的；保安的；保密的",
both,"adj. 两个的；两者的,adv. 并；又；两者皆,pron. 双方都；两者都,conj. 既…且…,n. (Both)人名；(德、罗、捷、南非、匈)博特",
g,n. 英语字母的第七个字母,
county,n. 郡，县,
american,"n. 美国人,adj. 美国的",
photo,n. 照片,
game,"n. 游戏；比赛,adj. 勇敢的,vi. 赌博,n. (Game)人名；(英)盖姆；(法)加姆；(西)加梅",
members,n. 成员；会员（member的复数）,
power,"n. 力量，能力；电力，功率；政权，势力；[数] 幂,vt. 激励；供以动力；使…有力量,vi. 快速前进,adj. 借影响有权势人物以操纵权力的,n. (Power)人名；(英、葡)鲍尔",
while,"conj. 虽然；然而；当……的时候,n. 一会儿；一段时间,vt. 消磨；轻松地度过",
care,"n. 关怀；照料；谨慎；忧虑,vi. 照顾；关心；喜爱；顾虑,vt. 在意；希望或喜欢,n. (Care)人名；(英)凯尔；(塞)察蕾",
network,n. 网络；广播网；网状物,
down,"adv. 向下，下去；在下面,adj. 向下的,n. 软毛，绒毛；[地质] 开阔的高地,prep. 沿着，往下,vt. 打倒，击败,vi. 下降；下去,n. (Down)人名；(英)唐",
computer,n. 计算机；电脑；电子计算机,
systems,n. 系统（system的复数形式）；体制，体系；制度,
three,"n. 三，三个,num. 三,adj. 三的，三个的",
total,"adj. 全部的；完全的；整个的,vt. 总数达,vi. 合计,n. 总数，合计,n. (Total)人名；(法、德)托塔尔",
place,"n. 地方；住所；座位,vt. 放置；任命；寄予,vi. 名列前茅；取得名次,n. (Place)人名；(罗)普拉切；(法)普拉斯；(英)普莱斯",
end,"n. 结束；目标；尽头；末端；死亡,vi. 结束，终止；终结,vt. 结束，终止；终结,n. (End)人名；(英、德)恩德",
following,"adj. 下面的；其次的，接着的,n. 下列事物；一批追随者,v. 跟随；沿行（follow的ing形式）",
download,vt. [计] 下载,
h,"n. 英语字母中的第八个字母，小写为h,symb. 氢（化学元素）",
him,"pron. 他（宾格）,n. (Him)人名；(东南亚国家华语)欣；(柬)亨；(中)谦(广东话·威妥玛)",
without,"prep. 没有；超过；在…外面,adv. 户外；在外面；没有或不显示某事物,n. 外部；外面",
per,"prep. 每；经；按照；每一,n. (Per)人名；(德、挪、丹、瑞典)佩尔",
access,"vt. 使用；存取；接近,n. 进入；使用权；通路",
think,"vt. 想；认为；想起；想像；打算,vi. 想；认为,n. 想；想法,adj. 思想的",
north,"n. 北，北方,adj. 北方的；朝北的,adv. 在北方，向北方",
resources,"n. [计][环境] 资源；物力（resource的复数）,v. 向…提供资金（resource的第三人称单数）",
current,"adj. 现在的；流通的，通用的；最近的；草写的,n. （水，气，电）流；趋势；涌流,n. (Current)人名；(英)柯伦特",
big,"adj. 大的；重要的；量大的,adv. 大量地；顺利；夸大地,n. (Big)人名；(土)比格",
media,n. 媒体；媒质（medium的复数）；血管中层；浊塞音；中脉,
law,"n. 法律；规律；法治；法学；诉讼；司法界,vi. 起诉；控告,vt. 控告；对…起诉,n. (Law)人名；(东南亚国家华语)刘；(英、缅、柬)劳",
control,"n. 控制；管理；抑制；操纵装置,vt. 控制；管理；抑制",
water,"n. 水；海水；雨水；海域，大片的水,vt. 使湿；供以水；给…浇水,vi. 加水；流泪；流口水,n. (Water)人名；(英)沃特",
history,n. 历史，历史学；历史记录；来历,
pictures,"n. 图片；绘画作品（picture的复数）；电影院,v. 画；设想；用图表示（picture的第三人称单数）",
size,"n. 大小；尺寸,adj. 一定尺寸的,vt. 依大小排列,vi. 可比拟",
art,"n. （包括雕塑、绘画、音乐等的） 艺术，美术；美术（作）品；艺品（作）品；（表演）艺术；技术，技巧；,adj. 艺术的；艺术品的；具有艺术性的,v. be的现在式单数第二人称形式，过时用法",
personal,"adj. 个人的；身体的；亲自的,n. 人事消息栏；人称代名词",
since,"conj. 因为；由于；既然；自…以来；自…以后,prep. 自…以来；自…以后,adv. 后来",
including,prep. 包含，包括,
guide,"n. 指南；向导；入门书,vt. 引导；带领；操纵,vi. 担任向导,n. (Guide)人名；(法、葡)吉德",
shop,"n. 商店；店铺,vt. 购物,vi. 购物；买东西",
directory,"n. [计] 目录；工商名录；姓名地址录,adj. 指导的；咨询的",
board,"n. 董事会；木板；甲板；膳食,vt. 上（飞机、车、船等）；用板盖上；给提供膳宿,vi. 寄宿,n. (Board)人名；(英、西)博德",
location,n. 位置（形容词locational）；地点；外景拍摄场地,
change,"vt. 改变；交换,n. 变化；找回的零钱,vi. 改变；兑换",
white,"adj. 白色的；白种的；纯洁的,n. 白色；洁白；白种人",
text,"n. [计] 文本；课文；主题,vt. 发短信",
small,"adj. 少的，小的；微弱的；几乎没有的；不重要的；幼小的,adv. 小小地；卑鄙地,n. 小件物品；矮小的人,n. (Small)人名；(英)斯莫尔",
rating,"n. 等级；等级评定；额定功率,v. 对…评价（rate的ing形式）,n. (Rating)人名；(德)拉廷",
rate,"n. 比率，率；速度；价格；等级,vt. 认为；估价；责骂,vi. 责骂；被评价,n. (Rate)人名；(法、塞)拉特",
government,n. 政府；政体；管辖,
children,n. 孩子们（child的复数）,
during,"prep. 在…的时候，在…的期间,n. (During)人名；(法)迪兰；(瑞典、利比)杜林",
return,"vt. 返回；报答,vi. 返回；报答,n. 返回；归还；回球,adj. 报答的；回程的；返回的",
students,n. （尤指大专院校的）学生（student的复数）,
shopping,"n. 购物，买东西,v. 购物（shop的ing形式）",
account,"n. 账户；解释；账目，账单；理由；描述,vi. 解释；导致；报账,vt. 认为；把…视为",
times,"prep. 乘以,v. 使…相乘（time的第三人称单数）,n. 时代（time的复数）；[数] 次数",
sites,"n. 网站（site的复数）；遗址，举办地点,v. 使...位于（site的单三形式）,n. (Sites)人名；(英)赛茨",
level,"n. 水平；标准；水平面,adj. 水平的；平坦的；同高的,vi. 瞄准；拉平；变得平坦,vt. 使同等；对准；弄平,n. (Level)人名；(法)勒韦尔",
digital,"adj. 数字的；手指的,n. 数字；键",
profile,"n. 侧面；轮廓；外形；剖面；简况,vt. 描…的轮廓；扼要描述,vi. 给出轮廓",
previous,"adj. 以前的；早先的；过早的,adv. 在先；在…以前",
form,"n. 形式，形状；形态，外形；方式；表格,vt. 构成，组成；排列，组织；产生，塑造,vi. 形成，构成；排列,n. (Form)人名；(英)福姆；(法、德)福尔姆",
events,"n. [计][物][数] 事件；项目（event的复数）,n. (Events)人名；(英)伊文茨",
love,"n. 恋爱；亲爱的；酷爱；喜爱的事物,vt. 喜欢；热爱；爱慕,vi. 爱,n. (Love)人名；(英)洛夫",
old,"adj. 陈旧的，古老的；年老的,n. 古时,n. (Old)人名；(英)奥尔德",
john,n. 厕所,
main,"n. 主要部分，要点；体力；总管道,adj. 主要的，最重要的；全力的,n. (Main)人名；(德)迈因；(西)马因；(英、法)梅因",
call,"vi. 呼叫；拜访；叫牌,vt. 呼叫；称呼；召集,n. 电话；呼叫；要求；访问,n. (Call)人名；(瑞典、罗)卡尔；(英)考尔",
image,"n. 影像；想象；肖像；偶像,vt. 想象；反映；象征；作…的像,n. (Image)人名；(法)伊马热",
department,n. 部；部门；系；科；局,
title,"n. 冠军；标题；头衔；权利；字幕,vt. 加标题于；赋予头衔；把…称为,adj. 冠军的；标题的；头衔的",
description,n. 描述，描写；类型；说明书,
non,"adv. 非，不,n. 投反对票的人，反对票,n. (Non)人名；(柬)嫩；(俄)诺恩",
k,"n. 字母k,abbr. 千（kilo-）",
insurance,n. 保险；保险费；保险契约；赔偿金,
another,"adj. 又一，另一；另外的；不同的,pron. 另一个；又一个,prep. 另一个；另一个人",
why,"int. 哎呀！什么？,adv. 为什么",
shall,aux. 应；会；将；必须,
property,n. 性质，性能；财产；所有权,
class,"n. 阶级；班级；种类；班；等级,vt. 分类；把…分等级；把…归入某等级，把…看作（或分类、归类）；把…编入某一班级,adj. 极好的；很好的，优秀的，出色的,vi. 属于…类（或等级），被列为某类（或某级）,n. （英、德）克拉斯（人名）",
still,"adv. 仍然；更；静止地,adj. 静止的，不动的；寂静的，平静的；不起泡的,n. 寂静；剧照；蒸馏室,conj. 仍然；但是；尽管如此,vt. 蒸馏；使…静止；使…平静下来,vi. 静止；平静；蒸馏,n. (Still)人名；(英、芬、瑞典)斯蒂尔；(德)施蒂尔",
money,"n. 钱；货币；财富,n. (Money)人名；(英)莫尼；(西、法)莫内",
quality,"n. 质量，[统计] 品质；特性；才能,adj. 优质的；高品质的；<英俚>棒极了",
every,"adj. 每一的，每个的；每隔…的,n. (Every)人名；(英)埃夫里",
listing,"n. 列表，清单,v. 列表（list的现在分词）,n. (Listing)人名；(德)利斯廷",
content,"n. 内容，目录；满足；容量,adj. 满意的,vt. 使满足,n. (Content)人名；(法)孔唐",
country,"n. 国家，国土；国民；乡下，农村；乡村；故乡,adj. 祖国的，故乡的；地方的，乡村的；国家的；粗鲁的；乡村音乐的",
private,"adj. 私人的，私有的；私立的；私营的,adj. 私下的，不公开的，秘密的,adj. （场所）清静的；（人）不愿吐露心思的，内向的,adj. 无官职的,n. 列兵；二等兵",
little,"adj. 小的；很少的；短暂的；小巧可爱的,adv. 完全不,n. 少许；没有多少；短时间,n. (Little)人名；(英)利特尔",
visit,"n. 访问；参观；逗留,vt. 访问；参观；视察,vi. 访问；暂住；闲谈,n. (Visit)人名；(老)维西；(泰)威实",
save,"vt. 节省；保存；储蓄；解救,vi. 节省；挽救,prep. 除...之外,n. 救援,n. (Save)人名；(法)萨夫；(意、保、西、罗、塞、瑞典)萨薇 (女名)，萨韦",
tools,"n. [机] 工具，工具菜单；工具箱（tool的复数形式）,v. 用工具加工…（tool的第三人称单数形式）",
low,"adj. 低的，浅的；卑贱的；粗俗的；消沉的,adv. 低声地；谦卑地，低下地,n. 低；低价；低点；牛叫声,vi. 牛叫,n. (Low)人名；(英、德)洛",
reply,"vi. 回答；[法] 答辩；回击,n. 回答；[法] 答辩,vt. 回答；答复",
customer,n. 顾客；家伙,
december,n. 十二月,
compare,"n. 比较,vt. 比拟，喻为；[语]构成,vi. 相比，匹敌；比较，区别；比拟（常与to连用）,n. (Compare)人名；(意)孔帕雷",
movies,n. （美）[电影] 电影（movie的复数）,
include,vt. 包含，包括,
college,n. 大学；学院；学会,
value,"n. 值；价值；价格；重要性；确切涵义,vt. 评价；重视；估价",
article,"n. 文章；物品；条款；[语] 冠词,vt. 订约将…收为学徒或见习生；使…受协议条款的约束,vi. 签订协议；进行控告",
york,n. 约克郡；约克王朝,
man,"n. 人；男人；人类；丈夫；雇工,vt. 操纵；给…配置人员；使增强勇气；在…就位,n. (Man)人名；(俄)马恩；(英、葡、意、罗、捷、尼、老、缅、柬)曼；(日)万 (名)",
